MTask_002_ASMPOutput File
Time 	Trial 	TargetName 	TargetNumber	HeadX 	HeadZ 	HeadAngle	LFootX 	LFootZ 	LFootAngle 	RFootX 	RFootZ 	RFootAngle	IsPredictedLocation
19121.8	0	None	None	-2.122565	-1.155761	72.57681	-1.975457	-0.6895443	328.5365	-1.871323	-0.2708939	281.8848	0
19221.89	0	None	None	-2.122649	-1.155721	72.56856	-1.975002	-0.6891745	328.5357	-1.871249	-0.271081	281.8762	0
19328.39	0	None	None	-2.122516	-1.155699	72.56856	-1.975751	-0.6896986	328.5292	-1.871132	-0.2710091	281.8865	0
19429.63	0	None	None	-2.122532	-1.155739	72.57478	-1.976676	-0.6900941	328.5308	-1.871276	-0.2710193	281.8548	0
19531.09	0	None	None	-2.122468	-1.155734	72.5754	-1.976374	-0.690105	328.5296	-1.871105	-0.2711318	281.8621	0
19638.2	0	None	None	-2.122525	-1.155673	72.57087	-1.97638	-0.6900035	328.5522	-1.87122	-0.2708892	281.8497	0
19738.77	0	None	None	-2.122474	-1.155743	72.57146	-1.975814	-0.6895955	328.5421	-1.871186	-0.2708917	281.8515	0
19842.43	0	None	None	-2.122478	-1.155638	72.57011	-1.975694	-0.6894338	328.5441	-1.871208	-0.2710762	281.8563	0
19945.18	0	None	None	-2.122517	-1.155635	72.57227	-1.976028	-0.6896847	328.5402	-1.871381	-0.2709243	281.8717	0
20052.35	0	None	None	-2.122559	-1.155741	72.57185	-1.975401	-0.6895994	328.5497	-1.87116	-0.2712138	281.8497	0
20154.06	0	None	None	-2.122491	-1.155666	72.57373	-1.974952	-0.6891942	328.5366	-1.871282	-0.2709634	281.8632	0
20255.09	0	None	None	-2.122532	-1.155654	72.57616	-1.974853	-0.6890519	328.5385	-1.871303	-0.270908	281.8719	0
20355.47	0	None	None	-2.122501	-1.155645	72.5786	-1.975158	-0.6893533	328.5549	-1.871292	-0.2709712	281.8689	0
20457.19	0	None	None	-2.122534	-1.155727	72.57899	-1.976302	-0.689834	328.5337	-1.871228	-0.2709594	281.8682	0
20562.48	0	None	None	-2.122476	-1.15559	72.57854	-1.975813	-0.6897275	328.5395	-1.871256	-0.2709299	281.8683	0
20670.19	0	None	None	-2.122513	-1.155684	72.57288	-1.975191	-0.6893357	328.5564	-1.87122	-0.2711227	281.877	0
20771.01	0	None	None	-2.122598	-1.155626	72.57736	-1.97519	-0.6892092	328.5423	-1.871316	-0.2709713	281.8951	0
20871.45	0	None	None	-2.122563	-1.155596	72.57991	-1.975298	-0.6892359	328.5364	-1.871239	-0.2709162	281.8912	0
20974.22	0	None	None	-2.122516	-1.155545	72.58273	-1.974909	-0.6891607	328.5371	-1.87121	-0.2711875	281.8663	0
21080.3	0	None	None	-2.122478	-1.155437	72.58439	-1.975053	-0.6890742	328.5509	-1.871308	-0.2708218	281.8896	0
21187.48	0	None	None	-2.122482	-1.155549	72.57736	-1.974579	-0.6888746	328.5444	-1.871229	-0.2709117	281.9071	0
21288.51	0	None	None	-2.122505	-1.155511	72.58094	-1.974935	-0.6891711	328.5624	-1.871151	-0.270954	281.8976	0
21389.16	0	None	None	-2.122518	-1.155548	72.59242	-1.974541	-0.688987	328.5574	-1.87123	-0.2710816	281.8749	0
21496.07	0	None	None	-2.122546	-1.155451	72.58844	-1.975721	-0.6893847	328.5441	-1.871154	-0.2710519	281.8883	0
21603.13	0	None	None	-2.122517	-1.155436	72.58103	-1.976604	-0.6902184	328.5431	-1.871198	-0.2709855	281.8597	0
21703.99	0	None	None	-2.122519	-1.155478	72.58754	-1.975884	-0.6898035	328.5461	-1.871181	-0.2710828	281.8613	0
21804.62	0	None	None	-2.122477	-1.155496	72.58089	-1.97554	-0.6896385	328.5377	-1.871212	-0.2711055	281.8738	0
21912.25	0	None	None	-2.122476	-1.155524	72.57295	-1.974687	-0.6891038	328.5379	-1.871155	-0.2711606	281.8698	0
22013.52	0	None	None	-2.122488	-1.155522	72.58797	-1.975766	-0.6896509	328.5133	-1.871192	-0.2710149	281.8816	0
22120.53	0	None	None	-2.122505	-1.155528	72.58002	-1.975925	-0.6897153	328.5257	-1.871202	-0.2710817	281.8861	0
22228.06	0	None	None	-2.122451	-1.15547	72.58621	-1.974884	-0.6891921	328.5069	-1.87126	-0.2711694	281.8523	0
22328.36	0	None	None	-2.122551	-1.155486	72.57843	-1.974054	-0.6884686	328.5287	-1.871304	-0.2709994	281.8561	0
